U:0,U:1,U:2,nWall:0,nWall:1,nWall:2,nut,yWall,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
-0.133879,0.131445,0.0106322,0,-1,0,0.00386896,0.136424,0.824098,1.35333,1.2192,140,0,1
-0.349019,0.0727644,0.0170269,0,-1,0,0.000277573,0.0130937,0.637894,1.23068,1.2192,141,0,1
0,0,0,0,-1,0,1.10625e-05,2.22045e-16,0.639972,1.2192,1.2192,142,0,1
-0.0791149,0.58718,0.00972688,0,-1,0,0.000406658,0.0138777,0.621108,1.23175,1.2192,143,0,1
0,0,0,0,-1,0,3.24194e-05,2.22045e-16,0.623672,1.2192,1.2192,144,0,1
-0.33865,-0.00813758,0.0131735,0,-1,0,0.00028522,0.0127438,0.657531,1.23032,1.2192,145,0,1
0,0,0,0,-1,0,6.8278e-06,2.22045e-16,0.659887,1.2192,1.2192,146,0,1
-0.324582,0.00257984,0.00996984,0,-1,0,0.000332206,0.0126332,0.680631,1.23021,1.2192,147,0,1
0,0,0,0,-1,0,5.56902e-06,2.22045e-16,0.683391,1.2192,1.2192,148,0,1
-0.306259,0.00820929,0.00780369,0,-1,0,0.000362475,0.0126131,0.707915,1.23017,1.2192,149,0,1
0,0,0,0,-1,0,5.30969e-06,2.22045e-16,0.711146,1.2192,1.2192,150,0,1
-0.295083,0.0099895,0.00599967,0,-1,0,0.000386342,0.0126377,0.740248,1.23015,1.2192,151,0,1
0,0,0,0,-1,0,5.30006e-06,2.22045e-16,0.744052,1.2192,1.2192,152,0,1
-0.283584,0.00932351,0.0045559,0,-1,0,0.000410208,0.0126971,0.778641,1.23014,1.2192,153,0,1
0,0,0,0,-1,0,5.32228e-06,2.22045e-16,0.78314,1.2192,1.2192,154,0,1
-0.271661,0.00777832,0.00339271,0,-1,0,0.000432997,0.0127939,0.824273,1.23014,1.2192,155,0,1
0,0,0,0,-1,0,5.3263e-06,2.22045e-16,0.829608,1.2192,1.2192,156,0,1
0.201418,0.756819,0.0095218,0,-1,0,0.000737168,0.0296733,0.621171,1.2474,1.2192,157,0,1
-0.0895441,0.268944,0.0170667,0,-1,0,0.000597068,0.028863,0.637817,1.24655,1.2192,158,0,1
-0.270521,0.0461025,0.0149791,0,-1,0,0.000604478,0.0284226,0.657405,1.2461,1.2192,159,0,1
-0.30196,0.0195402,0.0101186,0,-1,0,0.00074332,0.0282356,0.680501,1.24587,1.2192,160,0,1
-0.301145,0.0220193,0.00807414,0,-1,0,0.00090629,0.0281757,0.707809,1.24576,1.2192,161,0,1
-0.294436,0.0226732,0.00650084,0,-1,0,0.00103922,0.0281918,0.740172,1.2457,1.2192,162,0,1
-0.283788,0.0205028,0.00524138,0,-1,0,0.0011505,0.028269,0.778591,1.24567,1.2192,163,0,1
-0.271124,0.0169418,0.00425333,0,-1,0,0.00124706,0.0284089,0.824241,1.24565,1.2192,164,0,1
0.404989,0.952163,0.00583611,0,-1,0,0.00125892,0.0486921,0.621323,1.26648,1.2192,165,0,1
0.16497,0.553585,0.0125379,0,-1,0,0.00103418,0.0481007,0.637819,1.26585,1.2192,166,0,1
-0.102508,0.224588,0.0155446,0,-1,0,0.000954771,0.0476855,0.657332,1.26542,1.2192,167,0,1
-0.237296,0.0789866,0.0127216,0,-1,0,0.00106353,0.0474415,0.680403,1.26515,1.2192,168,0,1
-0.272833,0.0503914,0.00967373,0,-1,0,0.00134861,0.0473112,0.707714,1.26499,1.2192,169,0,1
-0.278866,0.0438267,0.0079271,0,-1,0,0.00167181,0.047257,0.740095,1.26489,1.2192,170,0,1
-0.272168,0.0378932,0.00661399,0,-1,0,0.0019551,0.0472601,0.778534,1.26483,1.2192,171,0,1
-0.260249,0.0311071,0.0055648,0,-1,0,0.0021908,0.0473139,0.824201,1.26479,1.2192,172,0,1
0.543992,1.07079,0.00284111,0,-1,0,0.00202565,0.0723185,0.621475,1.28996,1.2192,173,0,1
0.390295,0.804203,0.0071427,0,-1,0,0.00164255,0.071872,0.637865,1.28949,1.2192,174,0,1
0.152825,0.493354,0.0117767,0,-1,0,0.00145995,0.0715116,0.657308,1.28911,1.2192,175,0,1
-0.0708194,0.240152,0.013765,0,-1,0,0.0014313,0.0712601,0.680343,1.28884,1.2192,176,0,1
-0.196088,0.117502,0.0121295,0,-1,0,0.00164465,0.0710977,0.707644,1.28865,1.2192,177,0,1
-0.241346,0.0783504,0.00997397,0,-1,0,0.00207372,0.0710039,0.74003,1.28853,1.2192,178,0,1
-0.249067,0.0628798,0.00849478,0,-1,0,0.00256054,0.070964,0.778481,1.28845,1.2192,179,0,1
-0.241538,0.0508896,0.00725341,0,-1,0,0.00300147,0.07097,0.82416,1.2884,1.2192,180,0,1
0.659278,1.12803,-0.000782785,0,-1,0,0.00303976,0.101528,0.621609,1.31891,1.2192,181,0,1
0.563079,0.966146,0.00271754,0,-1,0,0.00246787,0.101179,0.63793,1.31855,1.2192,182,0,1
0.40295,0.742378,0.00644207,0,-1,0,0.0021539,0.100873,0.657316,1.31823,1.2192,183,0,1
0.190093,0.490626,0.0101674,0,-1,0,0.00200808,0.100636,0.680316,1.31797,1.2192,184,0,1
-0.0124457,0.280218,0.0121205,0,-1,0,0.00204065,0.100465,0.7076,1.31778,1.2192,185,0,1
-0.141871,0.158779,0.0115521,0,-1,0,0.00235743,0.100351,0.739983,1.31765,1.2192,186,0,1
-0.197643,0.104503,0.0103909,0,-1,0,0.00291886,0.100285,0.778438,1.31755,1.2192,187,0,1
-0.207965,0.0800461,0.00919329,0,-1,0,0.0035555,0.100261,0.824125,1.31749,1.2192,188,0,1
0.0349147,1.06622,0.036904,-1,2.21885e-16,-2.21867e-16,0.000347634,0.00891942,0.00718394,1.31905,1.2192,189,0,1
0,0,0,-1,2.21885e-16,-2.21867e-16,1.13304e-05,2.22045e-16,2.31038e-17,1.32322,1.2192,190,0,1
0.0806473,1.13054,0.0381022,-1,2.21885e-16,-2.21867e-16,0.00102105,0.020264,0.0181846,1.31906,1.2192,191,0,1
0.148672,1.14865,0.0346185,-1,2.21885e-16,-2.21867e-16,0.00206221,0.0347124,0.0328515,1.31907,1.2192,192,0,1
0.234336,1.15495,0.0279862,-1,2.21885e-16,-2.21867e-16,0.00326642,0.0544316,0.052405,1.31908,1.2192,193,0,1
0.346584,1.15413,0.0175883,-1,2.21885e-16,-2.21867e-16,0.00453785,0.0809085,0.0784731,1.31911,1.2192,194,0,1
0.48112,1.14225,0.00345124,-1,2.21885e-16,-2.21867e-16,0.00582225,0.116303,0.113227,1.31914,1.2192,195,0,1
0.631038,1.11394,-0.0114799,-1,2.21885e-16,-2.21867e-16,0.00702206,0.163547,0.15956,1.3192,1.2192,196,0,1
0.782464,1.07443,-0.02372,-1,2.21885e-16,-2.21867e-16,0.00787389,0.226569,0.221332,1.31928,1.2192,197,0,1
0.892285,1.04477,-0.0298412,0,1.10943e-16,-1.10933e-16,0.00811297,0.274614,0.303688,1.31939,1.2192,198,0,1
0.929536,1.04203,-0.0295642,1,0,0,0.00810075,0.254244,0.386015,1.31952,1.2192,199,0,1
0.913669,1.06183,-0.0264295,0.75,-0.25,0,0.00824481,0.199618,0.44773,1.31962,1.2192,200,0,1
0.876986,1.095,-0.0223294,0.5,-0.5,0,0.0082997,0.162149,0.493984,1.3197,1.2192,201,0,1
0.837322,1.13364,-0.0179541,0.25,-0.75,0,0.00800187,0.137089,0.528642,1.31975,1.2192,202,0,1
0.801865,1.16984,-0.0138701,0,-1,0,0.00737575,0.12124,0.554605,1.31978,1.2192,203,0,1
0.772146,1.19854,-0.0104513,0,-1,0,0.00655303,0.111799,0.574055,1.31977,1.2192,204,0,1
0.747469,1.21719,-0.00777944,0,-1,0,0.00564958,0.106567,0.588639,1.31969,1.2192,205,0,1
0.727052,1.2233,-0.00571808,0,-1,0,0.0047748,0.103793,0.599608,1.31953,1.2192,206,0,1
0.704298,1.20617,-0.00360469,0,-1,0,0.00387962,0.102276,0.607908,1.31926,1.2192,207,0,1
0,0,0,0,-1,0,5.29491e-06,2.22045e-16,0.884865,1.2192,1.2192,208,0,1
-0.258562,0.00575773,0.00255557,0,-1,0,0.000453627,0.0129366,0.878528,1.23014,1.2192,209,0,1
-0.25653,0.012588,0.00356459,0,-1,0,0.00132949,0.0286238,0.878508,1.24564,1.2192,210,0,1
-0.245044,0.023277,0.00479822,0,-1,0,0.0023839,0.0474211,0.878481,1.26477,1.2192,211,0,1
-0.227405,0.0384034,0.00626196,0,-1,0,0.00336738,0.0710204,0.878452,1.28836,1.2192,212,0,1
0.985728,0.578991,0.00481635,0,1,0,0.010543,0.396327,0.778564,2.04318,1.2192,213,0,1
0.969403,0.586448,0.00487276,0,1,0,0.0105507,0.396297,0.740187,2.04321,1.2192,214,0,1
0.983478,0.546615,0.00717713,0,1,0,0.0107742,0.354392,0.778583,2.08503,1.2192,215,0,1
0.966814,0.553811,0.00709702,0,1,0,0.0107319,0.354366,0.74021,2.08505,1.2192,216,0,1
1.00296,0.569067,0.00468499,0,1,0,0.0104651,0.396357,0.824198,2.04317,1.2192,217,0,1
1.00142,0.537491,0.00715987,0,1,0,0.0107603,0.35442,0.824213,2.08501,1.2192,218,0,1
1.01968,0.554469,0.00447619,0,1,0,0.0102919,0.396388,0.878463,2.04315,1.2192,219,0,1
1.01968,0.524675,0.00703324,0,1,0,0.0106588,0.354449,0.878475,2.085,1.2192,220,0,1
0.982775,0.515175,0.00893684,0,1,0,0.010893,0.316304,0.778598,2.12304,1.2192,221,0,1
0.966097,0.522162,0.00875224,0,1,0,0.0108236,0.31628,0.740229,2.12305,1.2192,222,0,1
1.0009,0.506531,0.00902803,0,1,0,0.0109167,0.316329,0.824226,2.12303,1.2192,223,0,1
1.01983,0.494814,0.00903957,0,1,0,0.0108606,0.316358,0.878485,2.12302,1.2192,224,0,1
0.983541,0.4843,0.0101302,0,1,0,0.0108506,0.281709,0.778612,2.15756,1.2192,225,0,1
0.967028,0.491107,0.00988324,0,1,0,0.0107829,0.281687,0.740245,2.15757,1.2192,226,0,1
